l,T,S,
4.2, 3.3,0, 
4.2, 3.4,0, 
4.2, 3.5,0, 
4.2, 3.6,0, 
4.2, 3.7,0, 
4.2, 3.8,0, 
4.2, 3.9,0, 
4.2, 4,0, 
4.2, 4.1,0, 
4.2, 4.2,0, 
4.2, 4.3,0, 
4.2, 4.4,0, 
4.2, 4.5,0, 
4.2, 4.6,0, 
4.2, 4.7,0, 
4.2, 4.8,0, 
4.2, 4.9,0, 
4.2, 5,0, 
4.3, 0.1,0.0404294, 
4.3, 0.2,0.0801083, 
4.3, 0.3,0, 
4.3, 0.4,0, 
4.3, 0.5,0, 
4.3, 0.6,0, 
4.3, 0.7,0, 
4.3, 0.8,0, 
4.3, 0.9,0, 
4.3, 1,0, 
4.3, 1.1,0, 
4.3, 1.2,0, 
4.3, 1.3,0, 
4.3, 1.4,0, 
4.3, 1.5,0, 
4.3, 1.6,0, 
4.3, 1.7,0, 
4.3, 1.8,0, 
4.3, 1.9,0, 
4.3, 2,0, 
4.3, 2.1,0, 
4.3, 2.2,0, 
4.3, 2.3,0, 
4.3, 2.4,0, 
4.3, 2.5,0, 
4.3, 2.6,0, 
4.3, 2.7,0, 
4.3, 2.8,0, 
4.3, 2.9,0, 
4.3, 3,0, 
4.3, 3.1,0, 
4.3, 3.2,0, 
4.3, 3.3,0, 
4.3, 3.4,0, 
4.3, 3.5,0, 
4.3, 3.6,0, 
4.3, 3.7,0, 
4.3, 3.8,0, 
4.3, 3.9,0, 
4.3, 4,0, 
4.3, 4.1,0, 
4.3, 4.2,0, 
4.3, 4.3,0, 
4.3, 4.4,0, 
4.3, 4.5,0, 
4.3, 4.6,0, 
4.3, 4.7,0, 
4.3, 4.8,0, 
4.3, 4.9,0, 
4.3, 5,0, 
4.4, 0.1,0.0990591, 
4.4, 0.2,0.0692711, 
4.4, 0.3,0.0849388, 
4.4, 0.4,0, 
4.4, 0.5,0, 
4.4, 0.6,0, 
4.4, 0.7,0, 
4.4, 0.8,0, 
4.4, 0.9,0, 
4.4, 1,0, 
4.4, 1.1,0, 
4.4, 1.2,0, 
4.4, 1.3,0, 
4.4, 1.4,0, 
4.4, 1.5,0, 
4.4, 1.6,0, 
4.4, 1.7,0, 
4.4, 1.8,0, 
4.4, 1.9,0, 
4.4, 2,0, 
4.4, 2.1,0, 
4.4, 2.2,0, 
4.4, 2.3,0, 
4.4, 2.4,0, 
4.4, 2.5,0, 
4.4, 2.6,0, 
4.4, 2.7,0, 
4.4, 2.8,0, 
4.4, 2.9,0, 
4.4, 3,0, 
4.4, 3.1,0, 
4.4, 3.2,0, 
4.4, 3.3,0, 
4.4, 3.4,0, 
4.4, 3.5,0, 
4.4, 3.6,0, 
4.4, 3.7,0, 
4.4, 3.8,0, 
4.4, 3.9,0, 
4.4, 4,0, 
4.4, 4.1,0, 
4.4, 4.2,0, 
4.4, 4.3,0, 
4.4, 4.4,0, 
4.4, 4.5,0, 
4.4, 4.6,0, 
4.4, 4.7,0, 
4.4, 4.8,0, 
4.4, 4.9,0, 
4.4, 5,0, 
4.5, 0.1,0.14149, 
4.5, 0.2,0.0679654, 
4.5, 0.3,0, 
4.5, 0.4,0, 
4.5, 0.5,0, 
4.5, 0.6,0, 
4.5, 0.7,0, 
4.5, 0.8,0, 
4.5, 0.9,0, 
4.5, 1,0, 
4.5, 1.1,0, 
4.5, 1.2,0, 
4.5, 1.3,0, 
4.5, 1.4,0, 
4.5, 1.5,0, 
4.5, 1.6,0, 
4.5, 1.7,0, 
4.5, 1.8,0, 
4.5, 1.9,0, 
4.5, 2,0, 
4.5, 2.1,0, 
4.5, 2.2,0, 
4.5, 2.3,0, 
4.5, 2.4,0, 
4.5, 2.5,0, 
4.5, 2.6,0, 
4.5, 2.7,0, 
4.5, 2.8,0, 
4.5, 2.9,0, 
4.5, 3,0, 
4.5, 3.1,0, 
4.5, 3.2,0, 
4.5, 3.3,0, 
4.5, 3.4,0, 
4.5, 3.5,0, 
4.5, 3.6,0, 
4.5, 3.7,0, 
4.5, 3.8,0, 
4.5, 3.9,0, 
4.5, 4,0, 
4.5, 4.1,0, 
4.5, 4.2,0, 
4.5, 4.3,0, 
4.5, 4.4,0, 
4.5, 4.5,0, 
4.5, 4.6,0, 
4.5, 4.7,0, 
4.5, 4.8,0, 
4.5, 4.9,0, 
4.5, 5,0, 
4.6, 0.1,0.0779377, 
4.6, 0.2,0.154079, 
4.6, 0.3,0.0977303, 
4.6, 0.4,0, 
4.6, 0.5,0, 
4.6, 0.6,0.128396, 
4.6, 0.7,0, 
4.6, 0.8,0, 
4.6, 0.9,0, 
4.6, 1,0, 
4.6, 1.1,0, 
4.6, 1.2,0, 
4.6, 1.3,0, 
4.6, 1.4,0, 
4.6, 1.5,0, 
4.6, 1.6,0, 
4.6, 1.7,0, 
4.6, 1.8,0, 
4.6, 1.9,0, 
4.6, 2,0, 
4.6, 2.1,0, 
4.6, 2.2,0, 
4.6, 2.3,0, 
4.6, 2.4,0, 
4.6, 2.5,0, 
4.6, 2.6,0, 
4.6, 2.7,0, 
4.6, 2.8,0, 
4.6, 2.9,0, 
4.6, 3,0, 
4.6, 3.1,0, 
4.6, 3.2,0, 
4.6, 3.3,0, 
4.6, 3.4,0, 
4.6, 3.5,0, 
4.6, 3.6,0, 
4.6, 3.7,0, 
4.6, 3.8,0, 
4.6, 3.9,0, 
4.6, 4,0, 
4.6, 4.1,0, 
4.6, 4.2,0, 
4.6, 4.3,0, 
4.6, 4.4,0, 
4.6, 4.5,0, 
4.6, 4.6,0, 
4.6, 4.7,0, 
4.6, 4.8,0, 
4.6, 4.9,0, 
4.6, 5,0, 
4.7, 0.1,0.105081, 
4.7, 0.2,0, 
4.7, 0.3,0, 
4.7, 0.4,0.109102, 
4.7, 0.5,0, 
4.7, 0.6,0, 
4.7, 0.7,0, 
4.7, 0.8,0, 
4.7, 0.9,0, 
4.7, 1,0, 
4.7, 1.1,0, 
4.7, 1.2,0, 
4.7, 1.3,0, 
4.7, 1.4,0, 
4.7, 1.5,0, 
4.7, 1.6,0, 
4.7, 1.7,0, 
4.7, 1.8,0, 
4.7, 1.9,0, 
4.7, 2,0, 
4.7, 2.1,0, 
4.7, 2.2,0, 
4.7, 2.3,0, 
4.7, 2.4,0, 
4.7, 2.5,0, 
4.7, 2.6,0, 
4.7, 2.7,0, 
4.7, 2.8,0, 
4.7, 2.9,0, 
4.7, 3,0, 
4.7, 3.1,0, 
4.7, 3.2,0, 
4.7, 3.3,0, 
4.7, 3.4,0, 
4.7, 3.5,0, 
4.7, 3.6,0, 
4.7, 3.7,0, 
4.7, 3.8,0, 
4.7, 3.9,0, 
4.7, 4,0, 
4.7, 4.1,0, 
4.7, 4.2,0, 
4.7, 4.3,0, 
4.7, 4.4,0, 
4.7, 4.5,0, 
4.7, 4.6,0, 
4.7, 4.7,0, 
4.7, 4.8,0, 
4.7, 4.9,0, 
4.7, 5,0, 
4.8, 0.1,0.0532902, 
4.8, 0.2,0.0730265, 
4.8, 0.3,0, 
4.8, 0.4,0, 
4.8, 0.5,0, 
4.8, 0.6,0, 
4.8, 0.7,0, 
4.8, 0.8,0, 
4.8, 0.9,0, 
4.8, 1,0, 
4.8, 1.1,0, 
4.8, 1.2,0, 
4.8, 1.3,0, 
4.8, 1.4,0, 
4.8, 1.5,0, 
4.8, 1.6,0, 
4.8, 1.7,0, 
4.8, 1.8,0, 
4.8, 1.9,0, 
4.8, 2,0, 
4.8, 2.1,0, 
4.8, 2.2,0, 
4.8, 2.3,0, 
4.8, 2.4,0, 
4.8, 2.5,0, 
4.8, 2.6,0, 
4.8, 2.7,0, 
4.8, 2.8,0, 
4.8, 2.9,0, 
4.8, 3,0, 
4.8, 3.1,0, 
4.8, 3.2,0, 
4.8, 3.3,0, 
4.8, 3.4,0, 
4.8, 3.5,0, 
4.8, 3.6,0, 
4.8, 3.7,0, 
4.8, 3.8,0, 
4.8, 3.9,0, 
4.8, 4,0, 
4.8, 4.1,0, 
4.8, 4.2,0, 
4.8, 4.3,0, 
4.8, 4.4,0, 
4.8, 4.5,0, 
4.8, 4.6,0, 
4.8, 4.7,0, 
4.8, 4.8,0, 
4.8, 4.9,0, 
4.8, 5,0, 
4.9, 0.1,0.107309, 
4.9, 0.2,0.0709185, 
4.9, 0.3,0.186417, 
4.9, 0.4,0, 
4.9, 0.5,0, 
4.9, 0.6,0, 
4.9, 0.7,0, 
4.9, 0.8,0, 
4.9, 0.9,0, 
4.9, 1,0, 
4.9, 1.1,0, 
4.9, 1.2,0, 
4.9, 1.3,0, 
4.9, 1.4,0, 
4.9, 1.5,0, 
4.9, 1.6,0, 
4.9, 1.7,0, 
4.9, 1.8,0, 
4.9, 1.9,0, 
4.9, 2,0, 
4.9, 2.1,0, 
4.9, 2.2,0, 
4.9, 2.3,0, 
4.9, 2.4,0, 
4.9, 2.5,0, 
4.9, 2.6,0, 
4.9, 2.7,0, 
4.9, 2.8,0, 
4.9, 2.9,0, 
4.9, 3,0, 
4.9, 3.1,0, 
4.9, 3.2,0, 
4.9, 3.3,0, 
4.9, 3.4,0, 
4.9, 3.5,0, 
4.9, 3.6,0, 
4.9, 3.7,0, 
4.9, 3.8,0, 
4.9, 3.9,0, 
4.9, 4,0, 
4.9, 4.1,0, 
4.9, 4.2,0, 
4.9, 4.3,0, 
4.9, 4.4,0, 
4.9, 4.5,0, 
4.9, 4.6,0, 
4.9, 4.7,0, 
4.9, 4.8,0, 
4.9, 4.9,0, 
4.9, 5,0, 
5, 0.1,0.0557941, 
5, 0.2,0, 
5, 0.3,0.0937885, 
5, 0.4,0, 
5, 0.5,0, 
5, 0.6,0, 
5, 0.7,0, 
5, 0.8,0, 
5, 0.9,0, 
5, 1,0, 
5, 1.1,0, 
5, 1.2,0, 
5, 1.3,0, 
5, 1.4,0, 
5, 1.5,0, 
5, 1.6,0, 
5, 1.7,0, 
5, 1.8,0, 
5, 1.9,0, 
5, 2,0, 
5, 2.1,0, 
5, 2.2,0, 
5, 2.3,0, 
5, 2.4,0, 
5, 2.5,0, 
5, 2.6,0, 
5, 2.7,0, 
5, 2.8,0, 
5, 2.9,0, 
5, 3,0, 
5, 3.1,0, 
5, 3.2,0, 
5, 3.3,0, 
5, 3.4,0, 
5, 3.5,0, 
5, 3.6,0, 
5, 3.7,0, 
5, 3.8,0, 
5, 3.9,0, 
5, 4,0, 
5, 4.1,0, 
5, 4.2,0, 
5, 4.3,0, 
5, 4.4,0, 
5, 4.5,0, 
5, 4.6,0, 
5, 4.7,0, 
5, 4.8,0, 
5, 4.9,0, 
5, 5,0, 
